Pen.MIWOK.OLAMENTKE,kanni,kiCCi,myCCi,tepa,,,ainiSa-aiyuSa,,alok,Syt,vili,alle,,tali,,,wni,kolli,kylla,kat,pai,,,kaul,uk,kenne,muku,ullinego,albide,Sappa,itti,luppu,gi,lemteppo,kyt,alva,oSa,liva,mako,mi-iti
Pen.MIWOK.PLAINS_MIWOK,kani,kicaw,k3c3c,huyu-mu,3n3-oni,cemeni,cucu,usu,soloto,welay-w3lay,wike,pu,cupa,ekuh,helme,kili,honoy,pate,kila,c3psi-ken,wepa,owase,wesi,kawil,huk,kenati-sak,muk,miwko,cisi,talka,holokay,sawa-sowa,hi,nepit,k3t,alawah-alawas,oyoko,kik,cic,
Pen.MIWOK.PROTO_MIWOK,kan,kiCaw,,mus,73n3,Cem,hayu,7usu,7alok-tokos,Cit-s3nt3,w3ke,7el,,7ekus,7al3-tole,kili,mo,,k3la,C3psi-ket,,lakat,,,huku,kene,muk,koca-miwy,h3te,,t37le,lupu,his,,k3t3,,7ot,kik,ma,miko
Pen.MIWOK.S_SIERRA_MIWOK,kani,kiCaw,k3C3C,musu,3n,Cam,Cuku-hayu,uhu,tolkoh,h3nt3,huyu-w3ke,lapisay-polhuy,Cuyane,tis3,al,,hoNoy-hoNtol,tata,k3la,ketu-s3psi,leme,oyahe,iwinnme,kaw3l-kawl3to,nito,keNe,muku,miw3,h3y,tola,Calatu,hawa,watu,nepit,k3t3,lama,oti-otiko,kik3,mahi-me,m3-Ci
Pen.MOLALA.MOLALA,ina-inc,aLp,pupt,kuks,walayat,yawin,kamuks-saka7,uqun,taps,tunLnu7,tec,lawat,,tes,tpa,,saLpupt,Lus,ceqp,ple7-kini,iaNint,hestuqs,,pisqay7,piLc,naNa7,sita,ick-wicp,la,qeps,kaki,tqent,was,apaws,teN7f,ses,lepke7,uquns,kimt-qanc,ki-ims
Pen.SAHAPTIAN.NEZ_PERCE,in-kiye,kike7et,pipis,hini-qahas,pay-weye,tinuki,ciqamqal,ku-iqcup,macayo-macas,silu,ala,cuyem,cokay,ipep-ipsus,mici,tewis,imn,cixcix,stes,pipeX-pile,mesem,,kimiti-eccpeme,cikiw,nusnu,naqc,iskit,titoqan,heki,,Xiciyu,piswe,halXpamayayahisemtuks-wiyetenet,pewis,tit,tewlikit,lepit,kus,nun-nu,im
Pen.SAHAPTIAN.UMATILLA_SAHAPTIN,in,tiliwal,pipS,lulukaS,wianawi,L7iawi,k7usik7usi,Cu,miSiu,aCaS,ilkwS,waykanaS,kkm,apap,ik,yakas,q7uXL,apaLapL,Sit7aXS,apn,pat7Xanu-patu,waniCt,cmti,scat,niSnu,naXS,iSCit,tanan,q7inu,apaX,Xaslu,pSwa,iCu-an,mlaS,k7Stn,patat,napt,CuS,nama,im
Pen.SAHAPTIAN.YAKIMA,ink,tiliwal,pipS,,winam-wam,tLyawi,kusikusi,Cut,m3Syu,wap,ilkwS,,Ciwat,3pap,yik,,,ap3l,,,p3tXanuk,wanik,C3mti,scat,nuSnu,naXS,3SC3t,tin,qinu,,,pSwa,an,,3t3t,patat,nipt,CiS,namak,imk
Pen.TSIMSHIANIC.COAST_TSIMSHIAN,n3yu,iLe,sEp-LExs,masx,hoks,cEk-qocEx,hEs,hop-luhop,muk-cmmu,cEl,lak-lek,hon,holtk,Enon,nEnu-xEnu,GEGEws,qElqEsik,yens,dEp-dep,cEskw,sxEnist-sanist,wE-we,su,Elks,cEk,kul,GEnE,gyet-gyit,ni7ic-ni,EnEs,biyEls,lo7op-lop,gyemk,dulE,wEn-wen,GEn,gupl,Eks,num,kwEn-nun
Pen.TSIMSHIANIC.NISGHA,niy,7iLe7,cip,mociks,cin,nuw,7us,7aks,muxw,cal,miL,hon,mitkw,7an7un,naxna,,qisa7,yans,tap,ciskw,sqanist,wa,si,7axkw,caq,kil-kol,qinx,kat,ka7,7anas,pilist,lo7p,Loqs,tilx,wen,qan,kilpil-paqatil,7aks,num,nin
Pen.WINTUAN.PATWIN,Cu-na,sak,pak,imit,wE,lumu,haiyu,teth,mat,sa,pho,thir,katibus,sem,moto,Cili,phomak,,Cela,pheri,boli-thoL,yet,,senol,Linik,ete,yeme,win,win,la,Larak,kodoi,pela,tahal,si,thok,pampa,mem,niCu,mi
Pen.WINTUAN.PROTO_WINTUN,ne-ni,saq,paq,imit,wer,,suku,bola-tethiu,mat,tum,pho,Chir,hur-par,sem,mutu,kili,anaq,sala,khila,pher,ChoL,yet,po,,sono,ketet,,win,win,qoq-las,Laraq-Luyuq,tuduy-tuy,,tahal,si,Choq-mi,pan,mem,,ma
Pen.WINTUAN.WINTU,ni,ted,paq,im-yaw,wEr-we7,min-Cep,suk-mat,bol-kol,mat,tu,pho-tuq,moL,hur-mih,se,mut,Cay,phoy-mun,dal-sal,kil,pher,phoy-puy,yEt,po,Cip-wan,son,to,yem,wi,win,las-qoq,Luy-Cat,so,sas,tah,si,to-dEk,pa,mem,pe-ni,mi
Pen.YOKUTS.PALEWYAMI,na7,hiba,Ci,,,,CiSuS,okon,tok,SeSa,oSot,lopat,,axat,,e7Sil,kuyoSil,dapdap,dip,tihet,lomat,waSet,,toyon,teNik,yit,piel,tat,dileu,palai,coyotis,xelul,hiSta,talapis,tilei,,poNoi,elik,na7an,ma7
Pen.YOKUTS.TULAMNI,na7,hepa,cix,,,tawatl,ceses,ugun,sukal,sasal,uSit,lupit,,potoN,,eSil,koyusu7l,,dixp,tehat,gopupat-tiNuk,waSit,,toyon,tiNak,yit,pi7l,toxy,o7l,kapaS,coyotos,xalu7l,Salat,a7ladas,telix,Cimat,puNi,ilak,na7an,ma7
Pen.YOKUTS.YAWDANCHI,,hepa,Ci,,,,Cejej,ukun,tuk,SaSa,uSit,dopit,,putoN,,iSad,kuyoSud,dapdap,dip,tet,domit,hoyowoS,,toyono,tiNik,yet,pi7t,tati-mai,eka,Cudui,CoitoS,yakau,opodo,tadxat,tedi,yapkin,boNoi,idik,,
Pen.YOKUTS.YOKUTS_TINLINNEH,nah,paiux,CiC,minic,taCinkah,,pus,ukun,tuk,sasa,usit,lupit,,hapa,,,,taptap,,,lumit,haiausnim,,toinuh,tinnik,yet,,yokuc,selkah,,caitas,silel,op,talkac,teix,wiCet,ponoix,ilik,nan,mah
Pen.YOKUTS.YOKUTS_UNKNOWN,nah,hupoh,Cih,minic,taCin,,CuSuS,ukun,tuk,sasa,usit,lupit,,hapapiCi,,,,kaptap,,,dumit,haiausnim,,toiannuh,cuNuk,yet,,maih,ukat,,tawanix,yakahoh,opoduh,tadiCat,tedi,CumwiuC,puNoeh,idik,nau,mah
Pia.PIAWI.PINAI_HAGAHAI_ARAMO,n3gaid3x,,,ahu,jEmdEr3,mob3-mob3d3n3,wE5a,,jEnwape,mEmEc3mag3,5abo,,as3xor3b3d3n3,n3sa,gwomd3r3,,,m3nahana,,imoci,jadau3,nabamine,mEr3b3,magam3diEb3,namag3,ag3,di3d3,,gom3dEr3,wi5i,guhu,rig3,r3ma,sye-su3,jEcimag3,mona,h3g3nab3mar3,gu,,
Pia.PIAWI.PINAI_HAGAHAI_PINAI_1,nega,,,a7u,jEmod3,mow3,w35a-wE5a,,jEn3ac3,m3mEci,5abu,,w3r3,5aub3,jeram,,,m3nana-m3n3hana,,n3ma,maX3,mEi,xomo,sEnobia,nauNasi,jorod3,sabacimur3mam,,gwa,r3xa,guu,rig3,r3ma,cu3-cuE,acuab3,m3na,jandErimi,gu,,
Pia.PIAWI.PINAI_HAGAHAI_WAKADADAP,n3ga,geya,yodu,au,yEmod3,mow3,wE5a-w35a,,yEnuaj3,m3mEji,5abu,,w3r3,5aubu,yeram,,,m3nhana-m3nana,,n3ma,maXu,mEi,xomo,sEnobia,nauNasi,yorod3,sabajimur3mam,,gwa,r3xa,guu,rig3,r3ma,tsuE-tsu3,adZuab3,m3na,yandErimi,gu,,naga
Pui.PUINAVE.PUINABE,am,ma,ut,himik,yuk,3i,yot,wok,but-butuk,bik,d3,y3i,,dap,hui,,,wan-soyon,nam7ot,t3,,tam,huhu,sai,h3k,t3m,d3k-h3d3,epin,duk,pik,k3t,ha,,dok,de,,kau,3t,bitu,mam
Pui.PUINAVE.PUINAVE,am,ma,ut,himik,yu,3y,yot,wo,but,bik,d3,y3y,hutun,molap,huy,mohusew,mouthuyaT,sonyon,monamot,hutepin,wen,tam,huhu,say,h3k,t3m,d3k,epinot,du,pik,k3t,ha,5amat,dok,de,pun,kaw,3t,bit7u,mam-5am
Que.QUECHUAN.ATALLA,,yawar,tuLu,5u5u,hamu,wa5u,aLXu,upya,linri-rinri,5awi,nina,,hunta,maki,uyari,waX3ra-waXra,muXu,rapi,,usa,urGu,suti,musuX,tuta-Cisi,sinGa,huk,kamino,runa,riku,Xara,luziru-XuyLur,rumi,inti,XaLu,kiru,saCa,iskay,yaku,5uXanCik,Xam
Que.QUECHUAN.CHACPAR,,yawar,tuLu,CuCu,Samu,wanu,aLXu,upu-upya,rinri,nawi-5awi,nina,,hunta,maki,wiya,waX3ra-waXra,qunXu,rapra,,uwa,qaqa-hirka,huti,muSuX,cake-paGas,sinXa,huk,nani,runa,rika,qara,quyLar-quyLur-XuyLar-XuyLur,rumi,inti-acki,qaLu,kiru,haCa,iSke,yaku,nuqanciX,qam-Gam
Que.QUECHUAN.CHETILLA,,yawar,tuju,CuCu,Samu,wa5u,aC3Xu-aCXu,upya,rinri,5awi,nina,,unda,maki,uya,waqra,quNuri,rapra,,usa,urqu,Suti,muSuX,tuta,siNa,suX,5an,runa,rika,qara,luzeru,rumi,rupay,qadyu,kiru,qiru,iSkay,yaku,nuXanjiX,qam
Que.QUECHUAN.CHIMBORAZO_QUICHUA,5uka,yawar,tuZu,,Samu,wa5u,aZku,ubya,rinrin,5awi,nina,talwa,hunda,maki,uya,gatu,kunguri,phanga,,piki-ciya,kinri-urku,Suti,muSuk,tuta,singa,Suk,5an,hinti,riku,kara,luzero,rumi,inti,khaZu,kiru,yura,iSki,yaku,5ukantik,kan
Que.QUECHUAN.CURVA,,Lawar,tuLu,5u5u-CuCu,hamu,wa5u,alqu,upya,ninri-linri,5awi,nina,,hunta,maki,uyari,waXra,qunqur,raphi,,usa,urqu,suti,musuX,tuta-Cisi,sinqa,ux,5an,runa,riku,qara,quyLur,rumi,inti,qaLu,kiru,saCa,iskay,unu,5uqanCis,qan
Que.QUECHUAN.CUZCO_GNL,,yawar,tuLu,5u5u,hamu,wa5u,alqu,uxya,ninri-rinri,5awi,nina,,hunta-phuqCi,maki,uyari,waXra,muqu,rapi-rapha-rapa-raphi,,usa,urqu,suti,musuX,tuta-Cisi,sinqa,huX,5an,runa,riku,qara,Caska,rumi,inti,qaLu,kiru,maLki-saCa,iskay,unu,nuqanCis,qan
Que.QUECHUAN.HUANUCO,,yawar,tuLu,CuCu-CiCi,Samu,wa5u,aLqu,upu-upya,rinri,5awi,nina,,hunta-wi5a,maki,wiya-maya,waXra,qunqur,rapra,,usa,hirka,huti,muSuX,Cakay-paqas,sinqa,huk,nani,runa,rika,qara,quyLar-quyLur-waraX,rumi,inti,qaLu,kiru,qiru,iSkay,yaku,nuqanCi,qam
Que.QUECHUAN.INGA,5uka,yawar,tuLu,piCu-CuCu,Samu,wa5u,aLku,upya,ringri,5awi,nina,CaLwa,undakta,maki,uya,kaCu-kurmita,kunguri,panga,yanaSungu,usa,urku-saCa-wita,Suti,muSu,tuta,singa,Suk,5ambi,runa,riku,kara,istiriLa-istriLa,rumi,indi,kaLu,kiru,kaspi,iSkay,yaku,5ukanCi,kan
Que.QUECHUAN.INGA_MEDIO_PUTUMAYO,nuka,yawar,tuLu,CuCu,samu,wa5u,alku,upya,ringri,5awi,nina,Calwa,xunda,maki,uya,kaCu,kungur,panga,sungu-yanasungu,usa-pilis,,suti,musu,tuta,singa,sug,5ambi,runa-xinti,kawa,kara,,rumi,indi,kaLu,kiru,saCa,iskay,yaku,nukanCi,kam
Que.QUECHUAN.INGA_PUTUMAYO,nuka,yawar,tulyu,CuCu,samu,wa5u,alku,upya,rinri,5awi,nina,Calwa,xunda,maki,uya-wiya,kaCu,kungur,panga,sungu,usa,luma-awasaCuku,suti,musu,tuta,singa,sug,5ambi,runa,kawa,kara,istrilya,rumi,indi,kalyu,kiru,saCa,iskay,yaku,nukanCi,kam
Que.QUECHUAN.INKAWASI,,yawar,tuZu,5u5u-CuCu,Samu,wanu,aZXu-aZ3Xu,upya,rinri,nawi,nina,,unda,maki,uya,waXra,qunGuri-xunGuri,rapra,,lisu-liSu,XaXa,Suti,muSux,tuta,sinGa,uk,nan,runa,rika,Xara,Xuyar,rumi,rupay,qaju-Xaju,kiru,Xiru,iSkay,yaku,nuXanCi,xam
Que.QUECHUAN.LARAOS,,yawar,tuLu,5u5u-CiCi,hamu,wa5u,alqu,upya,linri,5awi,nina,,hunta,maki,uyari,waXra,qunqur,lapra,,usa,urqu,suti,muSuq,tuta,sinqa,huk,kaminu,runa,rika,qara-uta,quyLur,rumi,inti,qaLu,kiru,munti,iSkay,yaku,nuqanCik,qam
Que.QUECHUAN.MARAGUA,,yawar,tuLu,5u5u-CuCu,hamu,wa5u,alqu,uxya,linri-ninri-nigri,5awi,nina,,hunta,maki,uyari,waXra,muqu-Cakimuqu,laqhi,,usa,urqu,suti,musuX,tuta-Cisi,sinqa,ux,yan,runa,riku,qara,Caska-quyLur,rumi,inti,qaLu,kiru,saCa,iskay,yaku,nuqanCis,qan
Que.QUECHUAN.POCONA,,Lawar,tuLu,5u5u-CuCu,hamu,wa5u,alGu,uxya,ninri-niNri-linri,5awi,nina,,hunta,maki,uyari,waXra,CakimuGu,laqhi,,usa,urGu,suti,musuX,tuta-Cisi,sinGa,ux,yan,runa,riku,Gara,Caska,rumi,inti,GaLu,kiru,saCa,iskay,yaku,nuGanCiX,Gan
Que.QUECHUAN.PROTO_QUECHUA,yaqa,yawar,tuLu,,Samu,wa5u,,upya,rinri,5awi,nina,CaLwa,,maki,uya,waqra,qunqur,rapra,kipCan,,,Suti,muSuq,tuta,sinqa,Suk,5ayani,runa,rikhu,qara,quyLur,rumi,rupay,qaLu,kiru,maLki,iSkay,yaku,yaqanCik,qam
Que.QUECHUAN.PUNO_CITY,,yawar,tuLu,5u5u,hamu,wa5u,alqu,uxa,ninri-rinri,5awi,nina,,hunta,maki,uyari,waXra,qunquri,laphi,,usa,urqu,suti,musuX,tuta-Cisi,sinqa,ux,5an,runa,riku,qara,Caska,rumi,inti,qaLu,kiru,quqa,iskay,unu,nuqanCis,qan
Que.QUECHUAN.QUECHUA_ANCASH_CHIQUIAN,nuXa,yawar,tuLu,,Samu,wa5u,aLqu,,rinri,nawi,nina,,hunta,maki,,waXra,,,,uwa-uXa-uSa,,huti,muSuX,warati,sinGa,huk,nani,runa,rika,Gara,,rumi,inti,GaLu,kiru,,iSkay,yaku,nuXa5Cis,Xam
Que.QUECHUAN.QUECHUA_ANCASH_HUAYLAS_HUARAZ,5uqa,yawar,tuLu,,Samu,wa5u,aLqu,,rinri,nawi,nina,,huntaSqa,maki,,waqra,,,,uw,,huti,muSuq,ampi,sinqa,huk,nani,nuna,rika,qara,,rumi,inti,qaLu,kiru,,iSki,yaku,nuqancik,qam
Que.QUECHUAN.QUECHUA_ANCASH_HUAYLAS_PAMPAROMAS,nuqa,yawar,tuyu,,Samu,wanu,aLqu,,rinri,nawi,nina,,wunta,maki,,waqra,,,,usa,,Suti,muSuq,paqas,sinqa,uk,nani,nuna,rika,qara,,rumi,inti,qaLu,kiru,,iSkay,yaku,nuqancik,qam
Que.QUECHUAN.QUECHUA_ARGENTINA,nuqa,yar,tuSu,,amu,wa5u,aSqu,,niwri,5awi,nina,,unta,maki,,waXra,,,,usa,,suti,musuX,tuta,sinqa,sux,5an,runa,qan,qara,,rumi,inti,qaZu,kiru,,iSkay,yaku,nuqa5Cis-nuqayS,qam
Que.QUECHUAN.QUECHUA_AYACUCHO,5uXa,yawar,tuLu,5u5u,hamu,wa5u,aLXu,upu-upya,rinri,5awi,nina,CaLwa,hunta,maki,uyari,waXra,muXu,LaXi-rapi,kipCan,usa,urXu,suti,musuX,tuta,sinXa,huk,5an,runa,Xawa-riku,Xara,XuyLur,rumi,inti,XaLu,kiru,saCa,iskay,yaku,nuXanCik,Xam
Que.QUECHUAN.QUECHUA_CHACHAPOYAS,5uka,yawar,,CuCu-5u5u,Samu,,acku,upya,rinri,5awi,nina,Cacwa,,maki,uyari-wiyari,wakra,,rapra,5ati,usa,urku,Suti,muSuk,CiSi-tuta,sinka,suk,5an,runa,riku-Capa-kawa,kara,,rumi,inti,kacu,kiru,kaspi-yura-albur,iSkay,yaku,5ukanCi,kam
Que.QUECHUAN.QUECHUA_DE_LAMBAYEQUE,nuka,yawar,tuZu,5u5u,Samu,wanu,aZku,,rinri,nawi,nina,,unta,maki,uyaku-uya,,kunkuri,rapra,5ati,,,Suti,muSux,tuta-tota,siNka,uk,naN,runa,rika,kara,,rumi-rome,rupay,kaZu,kiru,kiru,iSkay,yaku,nukanCik,
Que.QUECHUAN.QUECHUA_HUANCA_HUAYCHA,ya7a,yawar,tuCu,CuCu,Samu,wa5u,aCu,upya,linli,5awi,nina,CaCwa,hunta,maki,uya,wala,un7ul,lapla,5atin,usa,ul7u,Suti,muSu,tuta,sin7a,huk,kaminu,nuna,lika,uta,uyCur,lumi,inti,aCu,kilu,haCa,iSkay,yaku,ya7anCik,am
Que.QUECHUAN.QUECHUA_HUANCA_HUAYLLA,ya7a,yawar,tuLu,CuCu,Samu,wa5u,aLu,upya,linli,5awi,nina,CaLwa,hunta,maki,uya,wala,un7ul,lapla,5atin,usa,ul7u,Suti,muSu,tuta,sin7a,huk,kaminu,nuna,lika,uta,uyLur,lumi,inti,aLu,kilu,haCa,iSkay,yaku,ya7anCik,am
Que.QUECHUAN.QUECHUA_HUANCA_SHAUSHA,5uxa,yawar,tuLu,CuCu,Samu,wa5u,aLxu,upya,linli,5awi,nina,CaLwa,hunta,maki,uya,waxla,xunxul,lapla,5atin,usa,ulxu,suti,muSux,tuta,sinxa,suk,kaminu,nuna,lika,uta,xuyLur,lumi,inti,xaLu,kilu,saCa,iSkay,yaku,5uxanCik,xam
Que.QUECHUAN.QUECHUA_HUANUCO_PANAO,noga,yawar,tuLu,CuCu,Samu,wa5u,aLgu,upu,rinri,5awi,nina,,hunta,maki,wiya,,qungur,,5atin,,hirka,huti,yapay,Cakay-pagas,singa,huk,nani,runa,rika,gara,,rumi,inti,qaLu,kiru,yura,iSkay,yaku,,
Que.QUECHUAN.QUECHUA_HUAYLAS_ANCASH,nuqa-nuq,yawar-yayar,tuLu,,Samu-Sami-aywamu-ewamu,wanu-aywarpu,aLqu,upu-upya,rinri,nawi-5awi,nina,CaLwa,,maki,wiya,waqra,qunqur-qunqu,matu,5atin-natiw-natlin,uha-usa,irka,huti-Suti,muSuq,paqas,sinqa,uk,nani,nuna,rika,qara,qayLur,rumi,rupay-inti,qaLu,kiru,qiru-munti,iSkay,yaku,nuqancik,qam
Que.QUECHUAN.QUECHUA_IMBABURA,5uka,yawar,tuZu,CuCu,Samu,wa5u,alku,ufya,rinri,5avilulun,nina,Calwa,xunda,maki,uya,kaCu,kunguri,fanga,yanaSungu,usa,urku,Suti,muSux,tuta,singa,Sux,5an,xinti-runa,riku,ayCakara,istriZa,rumi,indi,xaZu,kiru,yura,iskay,yaku,5ukan,kan
Que.QUECHUAN.QUECHUA_NAPO_LOWLAND,5uka,raway,tuLu,piCu,Samu,wa5u,,upi,rinri,5awi,nina,yakuayCa,,maki,uya,,,panga,Sungu-yanaSungu,usa,,Suti,muSux,tuta,singa,Sux,5ambi,runa-dui5u,riku,kara,,rumi,,kaLu,kiru,,iSkai,yaku,5ukanCi,kan
Que.QUECHUAN.QUECHUA_NORTH_JUNIN_CAJAS,nuXa,yawar,tulu,CuCu-CiCi,Samu,wanu,alXu,upya,riNri,nawi,nina-kaCa,Calwa,xunta,maki,uya,waXra,XuNGur,rapra,natiN,uwa-kaSiku,xirka-loma,xuti,muSuX,paXas,siNGa,xuk,kaminu,nuna,rika,Xara,XuyLar,rumi,inti,XaLu,kiru,xaCa-Xiru,iSkay,yaku,nuXa5Ci,Xam
Que.QUECHUAN.QUECHUA_NORTH_JUNIN_TARMA,nuxa,yawar,tulu,CuCu,Samu,wanu,alxu,upya,riNri,nawi,nina,Calwa,xunta,magi,uya,waxra,xuNxur,rapra,natiN,uwa,loma,xuti,muSux,paxas,siNxa,xuk,kaminu,nuna,riga,xara,aCa,rumi,inti,xaLu,kiru,xaCa-xiru,iSgay,yagu,nuxa5Ci-nuxa5Cik,xam
Que.QUECHUAN.QUECHUA_PACARAOS,5uXa,yawar,tulu,CuCu,Samu,wa5u,alXu,upya,rinri,5awi,nina,Calwa,xunta,maki,uya,waXra,XunXur,rapra,naCin,uwa,seru,xuti,muSuX,waray,sinXa,xuk,kaminu,runa,rika,Xara,,rumay-rumi,wilka,XaLu-Xalu,kiru,Xiru,iSkay,yaku,5uXansi,Xam
Que.QUECHUAN.QUECHUA_PASTAZA,ni,yawar,tuLu,CuCu,Samu,wa5u,aLku,upya,rinri,5avi,nina,CaLwa,undakta,maki,uya,kaCu-kurmita,kuNuri,paNa,SuNu,usa,,Suti,muSu,,siNa,Suk,5ambi-truCa,runa,riku,kara,istiriLa,rumi,indi,kaLu,kiru,kaspi,iSkay,yaku,nCi,kan
Que.QUECHUAN.QUECHUA_SAN_MARTIN,5uka,yawar,tuLu,,Samu,wa5u,aLku,upya,rinri,5awi,nina,CaLwa,untadu,maki,uyari,wakra,taba-muku-kunkuri,panka,5ati,usa,urku,Suti,muSuk,tuta,sinka,suk,5an,runa,kawa,kara,luseru,rumi,inti,Lakwa,kiru,kaspi,iSkay,yaku,5ukanCikuna,kan
Que.QUECHUAN.QUECHUA_YAUYOS_SAN_PEDRO,5uXa,yawar,tuLu,,hamu,wa5u,aLhu,,rinri,5awi,nina,,hunta,maki,,waXra,,,,usa,,Suti,muSuX,tuta,sinGa,huk,kaminu,runa,hawa,qara,,rumi,inti,qaLu,kiru,,iSkay,yaku,5uqa5Cik,Xam
Que.QUECHUAN.QUICHUA_AZUAY,5uka,yawar,tuLu,CuCu,Samu,wa5u,alku,upya,rinri,5awi,nina,piskadu,hunda,maki,uya,kaCu,kunguri,panga,yanaSungu,usa-pilis,urku,Suti,muSuh,tuta,singa,Suh,5an,hinti-runa,riku,kara,luziru,rumi,inti,kaLu,kiru,yura,iSkay,yaku,5ukanCi,kan
Que.QUECHUAN.QUICHUA_BOLIVAR_CACHISAGUA,5uka,yawar,tuLu,CuCu-5u5u,Samu,wa5u,aLku,ubya,ringri,5awi,nina,CaLiwa,hunda,maki,uya,kaCu,kunguri,panga,yanaSungu,usa-pilis,urku,Suti,muSuh,tuta,singa,Suh,5an,hinti,riku,kara,ruziru,rumi,inti,kaLu,kiru,yura,iSki,yaku,5ukunCih,kan
Que.QUECHUAN.QUICHUA_CANYAR,5uka,yawar,tuLu,CuCu,Samu,wa5u,aLZku,ubya,rinri-ringri,5awi,nina,piskadu-CaLwa,hunda,maki,uya,gaCu,kunguri-muku,panga,yanaSungu-igadu,usa-pilis,urku,Suti,muSuh,tuta,singa,Suh,5an,runa,riku,kara,istriLa,rumi,rupay,kaLu,kiru,yura,iSkay,yaku,5ukanCih,kan
Que.QUECHUAN.QUICHUA_CHIMBORAZO_NIZAG,5uka,yawar,tuLu,CuCu,Samu,wa5u,aLku,upya,rinri,5awi,titah,CaLiwa,hunda,maki,uya,gaCu,kunguri,panga,yanaSungu,usa-pilis,urku,Suti,muSuh,tuta,singa,Suh,5an,runa,riku,kara,istriLa,rumi,inti,kaLu,kiru,kiru,iSkay,yaku,5ukanCih,kan
Que.QUECHUAN.QUICHUA_CHIMBORAZO_TROJE,5uka,yawar,tuLu,CuCu-kinLuLi,Samu,wa5u,aLku,ubya,rinri-rinrin,5awi-5awilulun,nina,piskadu-Calwa,hunda,maki,uya,gaCu,kunguri-kungurina,panga,yanaSungu,usa-pilis,urku-luma,Suti,muSuh,tuta,singa,Suh,5an,hinti-runa,riku,kara,luziru,rumi,inti,kaLu,kiru,yura,iSki,yaku,5ukanCih-5ukunCih,kan
Que.QUECHUAN.QUICHUA_COTOPAXI_COMPANIA_GRANDE,5uka,ya3r,tuLu,5u5u,Samu,wa5u-Cingari,aSku,ubya,rinri,5awi,nina,piskadu,hunda,maki,uya,kaCu,kunguri,panga-Camiza,yanaSungu,usa-pilis,urku,Suti,muSuh,tuta,singa,Suh,5an,hinti-runa,riku,kara,luziru,rumi,inti-rupi,kaLu,kiru,yura,iSki,yaku,5ukunCi,kan
Que.QUECHUAN.QUICHUA_COTOPAXI_PAPAURCO,5uka,yawar-ya3r,tuLu,CuCu-5u5u,Samu,wa5u-Cingari,aLku-aSku,ubiana,rinri,5awi,nina,piskadu,hunda,maki,uya,kaCu,kunguri,panga-Camiza,yanaSungu,usa-pilis,urku-luma,Suti,muSuh,tuta,singa,Suh-Cuh,5an,hinti-runa,riku,kara,luziru,rumi,inti,kaLu,kiru,yura,iSki,yaku,5unkuCi,kan
Que.QUECHUAN.QUICHUA_COTOPAXI_TIGUA,5uka,ya3r,tuLu,Cuku,Samu,wa5u,aSku,ubya,rinri,5awi,nina,piskadu,hunda,maki,uya,kaCu,kunguri,panga-Camiza,yanaSungu-Sungu,usa-pilis,urku,Suti,muSuh-muSu,tuta,singa,Suh,5an,hinti-runa,riku,kara,pahnapahna,rumi,inti,kaLu,kiru,yura-kiru,iSki,yaku,5ukunCih,kan
Que.QUECHUAN.QUICHUA_IMBABURA_2,5uka-ya,yawar,tuLu,CuCu,Samu-Cayamu,wa5u-tukuri,alku,upya,rinri,5avilulun-5avi,nina,pihi,hunda-hundaSka,maki,uya,kaCu,kunguri,fanga,yanaSungu,usa-pilis,urku-luma,Suti,muSuh,tuta,singa,Suh,5an,hindi,riku,kara,luziru,rumi,indi,haLu,kiru,kiru,iSkay,yaku,5ukanCi,kan
Que.QUECHUAN.QUICHUA_LOJA,5uka,yawar,tuLu,CuCu-kinLu,Samu,wa5u,aLku,upya,ringri,5awi,nina,pihi,hunda,maki,uya,gaCu,kunguri,panga,Sungu,usa,urku,Suti,muSuh,tuta,singa,Suh,5an,hinti,riku,kara,luziru-istriLa,rumi,inti,kaLu-kaLu,kiru,yura,iSkay,yaku,5ukanCih,kan
Que.QUECHUAN.QUICHUA_PICHANCHA,5uka-ya,5awar,tuLu,Cuku,Samu,wa5u,aLku,upya,rinri,5awilan,nina-kaluS,piskadu-pihi,hunda,maki,uya,kaCu,kunguri-pinguLu,panga,yanaSungu,usa-pilis,urku,Suti,muSuh,tuta,singa,Suh,5an,hinti,riku,kara,luziru,rumi,inti,haLu,kiru,yura,iskay,yaku,5ukanCih-yukanCih,kan
Que.QUECHUAN.QUICHUA_TUNGURAHUA_GUAPANTE,5uka,ya3r,tuLu,5u5u,Samu,wa5u,aSku,ubya,rinri,5awi,nina-kalur,pihi,hunda,maki,uya,kaCu,kunguri,panga,yanaSungu,usa-pilis,urku,Suti,muSuh,tuta,singa,Suh,5an,hinti-runa,riku,kara,luziru,rumi,inti,kaLu,kiru,yura,iSki,yaku,5ukunCi,kan
Que.QUECHUAN.QUICHUA_TUNGURAHUA_SALASACA,5uka,ya3r,tuLu,CuCu,Samu,wa5u,aCku,ubya,rinrin,5awi,nina,Caula,hunda,maki,uya,kaCu,kunguri,panga,yanaSungu,usa-pilis,urku,Suti,muSuh,tuta,singa,Suh,5an,hinti,riku,kara,luziru,rumi,inti,kaLu,kiru,yura,iSki,yaku,5ukunCih,kan
